NumStorePurchases,NumCatalogPurchases_Bin,NumCatalogPurchases,MntWines_Bin,MntWines,MntMeatProducts_Bin,MntMeatProducts,Cluster
0.6153846153846154,3,0.1,0,0.47102040816326535,1,0.11510791366906475,1
0.3076923076923077,3,0.1,3,0.052244897959183675,1,0.1223021582733813,0
0.15384615384615385,3,0.0,3,0.0032653061224489797,3,0.008992805755395683,0
0.23076923076923078,3,0.0,3,0.020408163265306124,3,0.0341726618705036,0
0.23076923076923078,1,0.5,1,0.09142857142857143,3,0.07913669064748202,1
1.0,0,1.0,1,0.13306122448979593,0,0.762589928057554,1
0.3076923076923077,3,0.0,3,0.013877551020408163,3,0.025179856115107917,0
0.3076923076923077,3,0.1,1,0.10612244897959185,3,0.02877697841726619,0
0.46153846153846156,3,0.1,1,0.2383673469387755,3,0.06654676258992806,0
0.5384615384615385,2,0.6000000000000001,2,0.2857142857142857,0,1.0,1
0.38461538461538464,3,0.2,1,0.11020408163265306,3,0.07014388489208634,0
0.6153846153846154,3,0.2,1,0.18775510204081633,2,0.34532374100719426,0
0.15384615384615385,3,0.0,3,0.005714285714285714,3,0.014388489208633094,0
0.6153846153846154,1,0.4,2,0.363265306122449,0,0.64568345323741,1
0.23076923076923078,3,0.0,3,0.012244897959183675,3,0.017985611510791366,0
0.23076923076923078,3,0.1,3,0.022040816326530613,3,0.025179856115107917,0
0.23076923076923078,3,0.0,3,0.004081632653061225,3,0.019784172661870505,0
0.46153846153846156,1,0.4,0,0.4122448979591837,3,0.046762589928057555,1
0.23076923076923078,3,0.0,3,0.04163265306122449,3,0.012589928057553958,0
0.9230769230769231,2,0.7000000000000001,1,0.1689795918367347,0,0.8039568345323741,1
0.5384615384615385,3,0.2,1,0.11020408163265306,1,0.16546762589928057,1
0.23076923076923078,3,0.0,3,0.04326530612244898,3,0.008992805755395683,0
0.23076923076923078,3,0.0,3,0.03346938775510204,3,0.01079136690647482,0
0.8461538461538463,1,0.5,2,0.31510204081632653,2,0.329136690647482,1
0.46153846153846156,1,0.30000000000000004,0,0.45877551020408164,0,0.49640287769784175,1
0.38461538461538464,0,1.0,1,0.17714285714285716,0,1.0,1
0.23076923076923078,3,0.0,3,0.0008163265306122449,3,0.01079136690647482,0
0.3076923076923077,3,0.1,1,0.11755102040816327,3,0.05755395683453238,0
0.9230769230769231,1,0.4,1,0.24081632653061225,0,0.48741007194244607,1
0.23076923076923078,3,0.1,3,0.062040816326530614,3,0.05575539568345324,0
0.3076923076923077,1,0.4,2,0.3706122448979592,1,0.1906474820143885,1
0.8461538461538463,2,0.6000000000000001,2,0.3469387755102041,0,0.525179856115108,1
0.38461538461538464,1,0.4,0,1.0,0,0.5593525179856116,1
0.6153846153846154,3,0.1,0,0.43020408163265306,3,0.03776978417266187,0
0.8461538461538463,2,0.7000000000000001,2,0.4,1,0.2248201438848921,1
0.46153846153846156,1,0.4,2,0.3085714285714286,1,0.18165467625899281,1
0.23076923076923078,3,0.1,3,0.052244897959183675,3,0.03776978417266187,0
0.38461538461538464,2,0.6000000000000001,0,0.446530612244898,0,1.0,1
0.38461538461538464,3,0.1,3,0.03836734693877551,1,0.16906474820143885,0
0.23076923076923078,3,0.1,3,0.009795918367346938,3,0.04496402877697842,0
0.23076923076923078,3,0.0,3,0.0008163265306122449,3,0.012589928057553958,0
0.7692307692307693,3,0.2,2,0.2612244897959184,1,0.2392086330935252,1
0.23076923076923078,3,0.1,3,0.027755102040816326,3,0.052158273381294966,0
0.23076923076923078,3,0.0,3,0.007346938775510205,3,0.012589928057553958,0
0.23076923076923078,3,0.0,3,0.013877551020408163,3,0.025179856115107917,0
1.0,2,0.8,0,0.5893877551020409,1,0.18345323741007194,1
0.5384615384615385,1,0.4,1,0.13224489795918368,1,0.22302158273381295,1
0.46153846153846156,2,0.6000000000000001,2,0.3673469387755102,0,1.0,1
0.3076923076923077,3,0.0,3,0.05714285714285715,3,0.02877697841726619,0
0.5384615384615385,3,0.1,2,0.2873469387755102,3,0.048561151079136694,0
0.7692307692307693,1,0.30000000000000004,2,0.40163265306122453,1,0.19784172661870505,1
0.38461538461538464,1,0.4,1,0.0979591836734694,1,0.131294964028777,1
0.46153846153846156,3,0.1,0,0.4359183673469388,3,0.08453237410071943,0
0.6923076923076923,3,0.2,1,0.1926530612244898,2,0.33992805755395683,1
0.5384615384615385,1,0.5,1,0.18857142857142858,2,0.3525179856115108,1
0.38461538461538464,3,0.1,1,0.1795918367346939,3,0.059352517985611516,0
1.0,1,0.5,0,0.649795918367347,0,1.0,1
0.23076923076923078,3,0.0,3,0.0,3,0.00539568345323741,0
0.15384615384615385,3,0.2,3,0.04326530612244898,3,0.06115107913669065,0
0.15384615384615385,3,0.1,3,0.012244897959183675,3,0.014388489208633094,0
0.23076923076923078,3,0.0,3,0.013877551020408163,3,0.02158273381294964,0
0.9230769230769231,1,0.4,0,0.7853061224489796,0,1.0,1
0.5384615384615385,1,0.5,0,0.6024489795918367,2,0.4172661870503597,1
0.7692307692307693,2,0.7000000000000001,2,0.32571428571428573,0,1.0,1
0.6923076923076923,1,0.5,0,0.5012244897959184,1,0.23741007194244607,1
0.23076923076923078,3,0.2,3,0.026122448979591838,3,0.0737410071942446,0
0.46153846153846156,1,0.30000000000000004,0,0.4881632653061225,1,0.2535971223021583,1
0.23076923076923078,3,0.0,3,0.0016326530612244899,3,0.03237410071942446,0
0.15384615384615385,3,0.0,3,0.004897959183673469,3,0.017985611510791366,0
0.3076923076923077,3,0.1,3,0.05959183673469388,1,0.16187050359712232,0
0.3076923076923077,3,0.1,3,0.03428571428571429,3,0.052158273381294966,0
0.5384615384615385,1,0.4,1,0.24081632653061225,1,0.14028776978417268,1
0.46153846153846156,3,0.1,2,0.28244897959183674,3,0.08633093525179857,0
0.38461538461538464,3,0.1,1,0.19020408163265307,1,0.10251798561151079,1
0.3076923076923077,3,0.0,3,0.004081632653061225,3,0.04316546762589928,0
0.8461538461538463,1,0.5,0,0.7248979591836735,1,0.10251798561151079,1
0.46153846153846156,1,0.4,0,0.8138775510204082,0,0.4838129496402878,1
0.38461538461538464,3,0.1,1,0.1730612244897959,1,0.12410071942446044,1
0.23076923076923078,3,0.0,3,0.006530612244897959,3,0.012589928057553958,0
0.46153846153846156,3,0.1,3,0.03428571428571429,1,0.10251798561151079,0
0.7692307692307693,1,0.4,0,0.4375510204081633,0,0.6960431654676259,1
0.15384615384615385,3,0.0,3,0.004081632653061225,3,0.00539568345323741,0
0.6923076923076923,2,0.6000000000000001,0,1.0,2,0.4478417266187051,1
0.3076923076923077,3,0.0,3,0.04326530612244898,3,0.0881294964028777,0
0.7692307692307693,1,0.4,0,0.8171428571428572,2,0.43165467625899284,1
0.0,0,1.0,3,0.0163265306122449,0,1.0,1
0.3076923076923077,3,0.0,3,0.01469387755102041,3,0.05755395683453238,0
0.3076923076923077,2,0.7000000000000001,1,0.10204081632653061,1,0.1762589928057554,1
0.46153846153846156,3,0.2,1,0.1730612244897959,3,0.059352517985611516,0
0.5384615384615385,1,0.4,1,0.22612244897959186,0,0.5485611510791367,1
0.23076923076923078,3,0.1,3,0.012244897959183675,3,0.0341726618705036,0
0.23076923076923078,3,0.0,3,0.005714285714285714,3,0.017985611510791366,0
0.23076923076923078,3,0.0,3,0.009795918367346938,3,0.01079136690647482,0
0.23076923076923078,3,0.1,3,0.06938775510204082,3,0.04316546762589928,0
0.23076923076923078,3,0.1,3,0.06612244897959184,3,0.01079136690647482,0
0.15384615384615385,3,0.2,3,0.04816326530612245,3,0.02158273381294964,0
0.6153846153846154,2,0.8,0,0.9379591836734694,0,0.8075539568345325,1
0.38461538461538464,0,1.0,0,0.6914285714285715,1,0.21402877697841727,1
0.23076923076923078,3,0.0,3,0.0236734693877551,3,0.025179856115107917,0
0.23076923076923078,3,0.0,3,0.0016326530612244899,3,0.008992805755395683,0
0.9230769230769231,2,0.7000000000000001,1,0.1689795918367347,0,0.8039568345323741,1
0.3076923076923077,3,0.1,1,0.12408163265306123,3,0.03956834532374101,0
0.23076923076923078,3,0.1,3,0.009795918367346938,3,0.017985611510791366,0
1.0,1,0.4,0,0.5061224489795919,2,0.3507194244604317,1
0.23076923076923078,3,0.1,3,0.03836734693877551,3,0.01079136690647482,0
0.23076923076923078,3,0.0,3,0.0008163265306122449,3,0.012589928057553958,0
0.15384615384615385,3,0.1,3,0.00816326530612245,3,0.03237410071942446,0
0.3076923076923077,3,0.0,3,0.028571428571428574,3,0.0035971223021582736,0
0.6153846153846154,3,0.1,2,0.29061224489795917,1,0.19244604316546762,0
0.6923076923076923,0,1.0,0,0.6391836734693878,0,0.9658273381294965,1
0.23076923076923078,3,0.0,3,0.03428571428571429,3,0.03237410071942446,0
0.15384615384615385,3,0.1,3,0.0008163265306122449,3,0.017985611510791366,0
0.9230769230769231,2,0.7000000000000001,2,0.38040816326530613,0,0.7769784172661871,1
0.15384615384615385,3,0.1,3,0.012244897959183675,3,0.014388489208633094,0
0.23076923076923078,3,0.0,3,0.018775510204081632,3,0.03776978417266187,0
0.46153846153846156,3,0.1,1,0.19183673469387755,3,0.08093525179856116,0
0.15384615384615385,3,0.1,3,0.00816326530612245,3,0.017985611510791366,0
0.9230769230769231,1,0.30000000000000004,0,0.5355102040816326,1,0.1906474820143885,1
0.46153846153846156,2,0.6000000000000001,0,0.42367346938775513,0,1.0,1
0.38461538461538464,2,0.6000000000000001,2,0.2808163265306123,0,0.8669064748201439,1
0.23076923076923078,3,0.1,3,0.0783673469387755,1,0.1420863309352518,0
0.5384615384615385,3,0.1,2,0.3657142857142857,3,0.06115107913669065,0
0.6923076923076923,1,0.4,1,0.2163265306122449,0,0.9946043165467626,1
0.6923076923076923,2,0.6000000000000001,0,0.4791836734693878,0,0.6061151079136691,1
0.7692307692307693,0,0.9,0,0.6228571428571429,1,0.24820143884892087,1
0.23076923076923078,3,0.0,3,0.017959183673469388,3,0.023381294964028777,0
0.15384615384615385,3,0.1,3,0.004897959183673469,3,0.0017985611510791368,0
0.23076923076923078,3,0.0,3,0.005714285714285714,3,0.023381294964028777,0
0.38461538461538464,3,0.2,3,0.06612244897959184,1,0.20323741007194246,0
0.23076923076923078,3,0.0,3,0.044081632653061226,3,0.012589928057553958,0
0.6923076923076923,1,0.4,0,0.9551020408163265,0,0.5755395683453237,1
0.46153846153846156,3,0.1,3,0.05877551020408164,1,0.1223021582733813,0
0.6923076923076923,2,0.6000000000000001,0,0.5004081632653061,0,0.5737410071942446,1
0.38461538461538464,3,0.1,1,0.18285714285714286,3,0.053956834532374105,0
0.6153846153846154,3,0.1,2,0.3346938775510204,1,0.10611510791366907,0
0.6923076923076923,1,0.4,1,0.19510204081632654,0,0.9964028776978417,1
0.38461538461538464,3,0.1,1,0.13959183673469389,2,0.3075539568345324,0
0.15384615384615385,3,0.0,3,0.009795918367346938,3,0.007194244604316547,0
0.46153846153846156,0,1.0,0,0.8783673469387755,0,0.75,1
0.38461538461538464,3,0.1,1,0.14857142857142858,3,0.059352517985611516,0
0.8461538461538463,1,0.4,0,0.6726530612244899,2,0.29136690647482016,1
0.3076923076923077,3,0.1,3,0.02448979591836735,3,0.04496402877697842,0
0.5384615384615385,1,0.5,2,0.30775510204081635,0,0.9712230215827339,1
0.8461538461538463,1,0.30000000000000004,0,0.4244897959183674,2,0.27697841726618705,1
0.3076923076923077,3,0.1,1,0.12653061224489798,3,0.04496402877697842,0
0.9230769230769231,2,0.6000000000000001,0,0.7322448979591837,2,0.3723021582733813,1
0.3076923076923077,3,0.1,1,0.10693877551020409,3,0.02877697841726619,0
0.3076923076923077,3,0.2,1,0.24244897959183676,1,0.1420863309352518,1
0.8461538461538463,3,0.2,0,0.6424489795918368,2,0.3669064748201439,1
0.6153846153846154,1,0.5,0,0.6465306122448979,0,1.0,1
0.15384615384615385,3,0.0,3,0.0032653061224489797,3,0.01618705035971223,0
0.6153846153846154,3,0.1,1,0.18857142857142858,1,0.24640287769784175,1
0.3076923076923077,1,0.30000000000000004,0,0.8024489795918368,2,0.33093525179856115,1
0.15384615384615385,3,0.0,3,0.0024489795918367346,3,0.014388489208633094,0
0.23076923076923078,3,0.0,3,0.0,3,0.008992805755395683,0
0.8461538461538463,2,0.8,0,0.45877551020408164,0,0.8345323741007195,1
0.3076923076923077,3,0.0,3,0.004081632653061225,3,0.03597122302158273,0
0.23076923076923078,3,0.0,3,0.01469387755102041,3,0.007194244604316547,0
0.8461538461538463,3,0.2,2,0.33877551020408164,1,0.22302158273381295,1
0.23076923076923078,3,0.1,3,0.004081632653061225,3,0.017985611510791366,0
0.15384615384615385,3,0.0,3,0.006530612244897959,3,0.008992805755395683,0
0.7692307692307693,1,0.5,0,0.7355102040816327,0,1.0,1
0.3076923076923077,1,0.4,2,0.31183673469387757,0,0.49640287769784175,1
0.15384615384615385,3,0.0,3,0.011428571428571429,3,0.012589928057553958,0
0.6923076923076923,0,0.9,0,0.45632653061224493,0,0.9046762589928058,1
0.6153846153846154,1,0.5,0,0.6440816326530613,1,0.2392086330935252,1
0.23076923076923078,3,0.0,3,0.008979591836734694,3,0.008992805755395683,0
0.46153846153846156,1,0.30000000000000004,0,0.9942857142857143,0,0.4892086330935252,1
0.46153846153846156,1,0.4,0,0.7551020408163266,2,0.32194244604316546,1
0.38461538461538464,0,1.0,0,0.7053061224489796,0,1.0,1
0.46153846153846156,2,0.6000000000000001,0,0.7836734693877552,2,0.329136690647482,1
0.23076923076923078,3,0.0,3,0.013061224489795919,3,0.04496402877697842,0
0.23076923076923078,3,0.0,3,0.0024489795918367346,3,0.012589928057553958,0
1.0,0,0.9,1,0.13714285714285715,0,0.7985611510791367,1
0.38461538461538464,3,0.1,3,0.036734693877551024,1,0.09352517985611511,0
0.8461538461538463,2,0.6000000000000001,0,0.5306122448979592,0,0.6348920863309353,1
0.23076923076923078,3,0.0,3,0.019591836734693877,3,0.014388489208633094,0
0.38461538461538464,1,0.30000000000000004,0,0.7493877551020408,1,0.21223021582733814,1
0.5384615384615385,3,0.2,1,0.1126530612244898,1,0.1564748201438849,1
0.3076923076923077,3,0.0,3,0.009795918367346938,3,0.0035971223021582736,0
0.15384615384615385,3,0.0,3,0.008979591836734694,3,0.007194244604316547,0
0.15384615384615385,3,0.1,3,0.0008163265306122449,3,0.014388489208633094,0
0.7692307692307693,3,0.2,0,0.4522448979591837,2,0.3866906474820144,1
0.46153846153846156,3,0.1,1,0.1363265306122449,1,0.11151079136690648,1
0.15384615384615385,3,0.0,3,0.007346938775510205,3,0.01079136690647482,0
0.3076923076923077,3,0.2,1,0.14448979591836736,1,0.12769784172661872,1
0.23076923076923078,3,0.1,3,0.031020408163265307,3,0.03956834532374101,0
0.6153846153846154,2,0.7000000000000001,2,0.3942857142857143,0,0.7158273381294964,1
0.15384615384615385,3,0.2,3,0.06285714285714286,3,0.06294964028776978,0
0.46153846153846156,1,0.30000000000000004,1,0.14857142857142858,0,0.5359712230215827,1
0.15384615384615385,3,0.2,3,0.00816326530612245,3,0.0341726618705036,0
0.38461538461538464,1,0.4,0,0.6351020408163266,0,0.8974820143884893,1
0.3076923076923077,3,0.0,3,0.013061224489795919,3,0.04136690647482014,0
0.3076923076923077,3,0.2,1,0.1363265306122449,3,0.07733812949640288,0
0.3076923076923077,3,0.0,3,0.010612244897959184,3,0.025179856115107917,0
0.3076923076923077,3,0.0,3,0.026938775510204082,3,0.07194244604316546,0
0.9230769230769231,1,0.30000000000000004,0,0.5102040816326531,1,0.17805755395683454,1
0.7692307692307693,1,0.4,1,0.1763265306122449,2,0.40287769784172667,1
0.38461538461538464,1,0.30000000000000004,3,0.05551020408163265,0,0.7122302158273381,1
0.6153846153846154,1,0.5,1,0.16,0,0.920863309352518,1
0.6923076923076923,1,0.30000000000000004,0,0.5183673469387755,1,0.1798561151079137,1
0.3076923076923077,3,0.0,3,0.0032653061224489797,3,0.01618705035971223,0
0.3076923076923077,3,0.2,1,0.24244897959183676,1,0.1420863309352518,1
0.46153846153846156,3,0.1,3,0.06857142857142857,3,0.0683453237410072,0
0.6153846153846154,3,0.1,1,0.16653061224489796,1,0.26798561151079137,1
0.23076923076923078,3,0.0,3,0.02122448979591837,3,0.014388489208633094,0
0.15384615384615385,3,0.1,3,0.012244897959183675,3,0.03597122302158273,0
1.0,1,0.30000000000000004,2,0.24816326530612245,2,0.4136690647482015,1
0.9230769230769231,3,0.2,1,0.2326530612244898,2,0.4352517985611511,1
0.38461538461538464,0,1.0,2,0.32244897959183677,0,1.0,1
0.38461538461538464,3,0.1,1,0.20244897959183675,1,0.14568345323741008,1
0.23076923076923078,3,0.0,3,0.0163265306122449,3,0.008992805755395683,0
0.23076923076923078,3,0.1,3,0.03183673469387755,1,0.10071942446043167,0
0.6923076923076923,2,0.7000000000000001,0,0.6342857142857143,0,1.0,1
0.23076923076923078,3,0.0,3,0.006530612244897959,3,0.03956834532374101,0
0.23076923076923078,3,0.0,3,0.007346938775510205,3,0.00539568345323741,0
0.8461538461538463,2,0.6000000000000001,0,1.0,1,0.14388489208633093,1
0.23076923076923078,3,0.0,3,0.004897959183673469,3,0.012589928057553958,0
0.23076923076923078,3,0.0,3,0.05306122448979592,3,0.02877697841726619,0
0.46153846153846156,1,0.30000000000000004,2,0.32244897959183677,0,0.47302158273381295,1
0.9230769230769231,1,0.30000000000000004,0,0.6538775510204082,1,0.14388489208633093,1
0.23076923076923078,3,0.1,3,0.02938775510204082,3,0.02158273381294964,0
0.6923076923076923,3,0.2,0,0.41877551020408166,2,0.27697841726618705,1
0.23076923076923078,3,0.1,3,0.030204081632653063,3,0.08273381294964029,0
0.3076923076923077,3,0.1,3,0.0653061224489796,1,0.16726618705035973,0
0.23076923076923078,3,0.1,3,0.011428571428571429,3,0.03776978417266187,0
0.6923076923076923,2,0.7000000000000001,0,0.4285714285714286,1,0.20143884892086333,1
0.23076923076923078,3,0.0,3,0.0008163265306122449,3,0.04496402877697842,0
0.7692307692307693,1,0.5,0,0.5510204081632654,0,0.7194244604316548,1
0.46153846153846156,1,0.30000000000000004,0,0.4155102040816327,3,0.048561151079136694,1
0.3076923076923077,3,0.2,1,0.12571428571428572,3,0.08273381294964029,0
0.23076923076923078,3,0.1,3,0.0024489795918367346,3,0.025179856115107917,0
0.23076923076923078,3,0.0,3,0.020408163265306124,3,0.014388489208633094,0
0.9230769230769231,1,0.5,0,0.7028571428571428,0,0.8291366906474821,1
0.7692307692307693,2,0.6000000000000001,0,0.626938775510204,0,1.0,1
0.46153846153846156,3,0.1,1,0.1510204081632653,3,0.05035971223021583,0
0.23076923076923078,3,0.0,3,0.019591836734693877,3,0.012589928057553958,0
0.23076923076923078,3,0.0,3,0.035918367346938776,3,0.03776978417266187,0
0.46153846153846156,1,0.30000000000000004,3,0.07428571428571429,1,0.2302158273381295,1
0.23076923076923078,3,0.0,3,0.008979591836734694,3,0.012589928057553958,0
0.7692307692307693,1,0.30000000000000004,0,0.6024489795918367,2,0.30935251798561153,1
0.9230769230769231,1,0.30000000000000004,2,0.33632653061224493,1,0.21402877697841727,1
0.15384615384615385,3,0.0,3,0.0024489795918367346,3,0.012589928057553958,0
0.15384615384615385,3,0.0,3,0.013061224489795919,3,0.00539568345323741,0
0.38461538461538464,1,0.30000000000000004,0,0.5967346938775511,0,0.6348920863309353,1
0.6153846153846154,3,0.2,2,0.3461224489795918,1,0.21223021582733814,0
0.38461538461538464,2,0.8,0,0.6465306122448979,0,0.4946043165467626,1
0.3076923076923077,3,0.0,3,0.017142857142857144,3,0.05035971223021583,0
0.23076923076923078,3,0.0,3,0.017959183673469388,3,0.019784172661870505,0
0.23076923076923078,3,0.0,3,0.026938775510204082,3,0.008992805755395683,0
0.3076923076923077,3,0.1,3,0.05551020408163265,1,0.10611510791366907,0
0.15384615384615385,3,0.0,3,0.007346938775510205,3,0.01079136690647482,0
0.23076923076923078,3,0.1,3,0.0326530612244898,3,0.026978417266187053,0
0.38461538461538464,1,0.30000000000000004,0,0.7420408163265306,2,0.3920863309352518,1
0.15384615384615385,3,0.1,3,0.018775510204081632,3,0.023381294964028777,0
0.23076923076923078,3,0.0,3,0.008979591836734694,3,0.01618705035971223,0
0.9230769230769231,1,0.5,2,0.2587755102040816,2,0.4442446043165468,1
0.46153846153846156,1,0.4,0,0.6506122448979592,0,0.5269784172661871,1
0.23076923076923078,3,0.0,3,0.00816326530612245,3,0.02877697841726619,0
0.6153846153846154,2,0.6000000000000001,0,0.6987755102040817,0,1.0,1
0.3076923076923077,2,0.6000000000000001,0,0.616326530612245,0,1.0,1
0.8461538461538463,1,0.5,2,0.3722448979591837,0,1.0,1
0.3076923076923077,3,0.1,3,0.030204081632653063,3,0.0683453237410072,0
0.8461538461538463,3,0.2,0,0.9004081632653061,3,0.08093525179856116,1
0.6153846153846154,1,0.5,2,0.3085714285714286,1,0.1223021582733813,1
0.15384615384615385,3,0.0,3,0.0008163265306122449,3,0.012589928057553958,0
0.3076923076923077,0,0.9,1,0.16653061224489796,2,0.3669064748201439,1
0.23076923076923078,3,0.0,3,0.02448979591836735,3,0.01618705035971223,0
0.46153846153846156,1,0.4,1,0.1542857142857143,0,0.6816546762589928,1
0.23076923076923078,3,0.0,3,0.012244897959183675,3,0.02158273381294964,0
0.15384615384615385,3,0.0,3,0.007346938775510205,3,0.00539568345323741,0
0.6923076923076923,2,0.7000000000000001,2,0.40408163265306124,0,0.4586330935251799,1
0.6153846153846154,1,0.4,0,0.5355102040816326,0,0.8183453237410072,1
